Entidade,Quantidade,Tipo
Paulo Cosme e Damião,1,PER
Alexandre Marcelino,1,PER
Estevão Matias,1,PER
Descansam,1,PER
Joel de Jesus Sétimo,1,PER
Filho Nosso Senhor Jesus Cristo Enviai,1,PER
Regenerar,1,PER
Santana Nazarena Nunes da Silva,1,PER
Maria Salvador Vaz,1,PER
Vacilou,1,PER
Guardei,1,PER
Jesus Então,1,PER
Apareceram-lhe Elias,1,PER
São Marcos Glória,1,PER
Escuta-o,1,PER
Senhor Vosso,1,PER
Andarei,1,PER
Chamando-o,1,PER
Elias Pedro,1,PER
Kaito,1,PER
Vera Nilda Albuquerque,1,PER
Agenor Francisco Oliveira,1,PER
Vanuza Aquino,1,PER
Maria Eduarda Castro,1,PER
Raiane Bechara Negrão,1,PER
Jesus Mestre,1,PER
Paixão,1,PER
Eduardo Messias Lima,1,PER
Heres Que,1,PER
Teus,1,PER
Amém Elevemos,1,PER
Todo-Poderoso Donde,1,PER
Poxa,1,PER
Compreendemos,1,PER
Prezadas,1,PER
Abraão Eu,1,PER
Jesus Transfiguração,1,PER
Trazer,1,PER
Isaac Filho,1,PER
Naquela,1,PER
Domar,1,PER
Fofoca,1,PER
João Foram,1,PER
Lima de Souza,1,PER
Raimundo Florenço,1,PER
Francisco Silvério Borges,1,PER
Francisco Carislano Neto,1,PER
Senhor Ora,1,PER
Rei dos Céus Deus Todo-Poderoso Nosso Pai,1,PER
Lucivaldo Rodrigues,1,PER
Maria da Glória Martins,1,PER
Raimundo Lobato Martins,1,PER
Lucivaldo Pinho dos Santos,1,PER
Airon Pereira dos Santos,1,PER
Jonas,1,PER
Lorival da Silva,1,PER
Kenia Kelle Nascimento Oliveira,1,PER
Alberto Santos Oliveira,1,PER
Doralice Nascimento Oliveira,1,PER
Pamela Ketelin Albuquerque,1,PER
Maria Dilurdes Albuquerque,1,PER
Eram,1,PER
Recordai,1,PER
Ana Katia de Souza,1,PER
Jesus Palavra,1,PER
Sampaio,1,PER
Rapaz,1,PER
padre Padre,1,PER
Compramos,1,PER
Zebedeus Homens,1,PER
Frei Pedro Felix,1,PER
Zebedeu Estavam,1,PER
Senhor meu Deus,1,PER
Andrés,1,PER
Marcos Glória a Vó,1,PER
Vivam,1,PER
Coríntios,1,PER
sois bondades,1,PER
sois misericórdia,1,PER
Coisa,1,PER
Papa Bento,1,PER
A Davi,1,PER
Guardo,1,PER
profeta Perguntou,1,PER
Senhor Queridos,1,PER
Rabi,1,PER
Jesus Voltando-se,1,PER
Porventura,1,PER
Boas,1,PER
Esperando,1,PER
Samuel diga Senhor,1,PER
Derramo,1,PER
Oro,1,PER
Sebastião Cristo,1,PER
Imperador,1,PER
Mãe de Deus Rogai,1,PER
Bispo Dom Vital Aproveitar,1,PER
chamei Volte,1,PER
Pensando,1,PER
Lembrar,1,PER
Jorge Mário Bergoglio Cardeal,1,PER
Simão Mas,1,PER
Tarde,1,PER
casa de Jesus Eles,1,PER
Jesus Deixaram,1,PER
João Batista João Batista,1,PER
Francisco de Assis,1,PER
Simão Vai,1,PER
Pedro Escolhi,1,PER
Francisco Nome,1,PER
bonito Sou,1,PER
Francisco de Paulo Olha,1,PER
Michael Nasci,1,PER
Michael,1,PER
Mamãe,1,PER
Obrigado Padre,1,PER
Vinde o Deus,1,PER
Deus Escute o Senhor,1,PER
Anderson Gomes,1,PER
Modificasse,1,PER
Jonatham Amava,1,PER
Davi Olha,1,PER
Filma,1,PER
Quem,1,PER
Custei,1,PER
Padre Anderson Gomes Sou,1,PER
Marcelo Ross Erguei,1,PER
Deus Mas Jesus,1,PER
Vindo Jesus,1,PER
Sidônia Foi,1,PER
Devo,1,PER
Diónatas,1,PER
Davi Mas Diónatas,1,PER
padre Eu,1,PER
Tô,1,PER
Senhor Amém Oi,1,PER
Depois,1,PER
Senhor Oremos Infundiem,1,PER
Paulo Roberto Baccerla,1,PER
is Santo,1,PER
Derruma,1,PER
Vira,1,PER
Senhor Deus Manifeste,1,PER
Certo,1,PER
Padre Fábio de Mello Ave Maria,1,PER
Tragam,1,PER
Jesus Cristo Eu,1,PER
Parabéns Você,1,PER
Nora,1,PER
Irmãos Nora,1,PER
Meio,1,PER
Muda,1,PER
Dele Inquieto,1,PER
Jesus Começou,1,PER
Antônio de Jesus Machado Silva,1,PER
Soberano,1,PER
Aleluia Pascal,1,PER
Ilassimar Ramos,1,PER
Lacy Ramos,1,PER
Edmilson Machado Silva,1,PER
Duval Machado Silva,1,PER
José de Ribamar Machado Silva,1,PER
Amém Gloria Gloria Glória a Deus,1,PER
Eusanir Almeida,1,PER
Amaro Pereira de Mello,1,PER
Osvaldina Lima Dias Neta,1,PER
Sebastião Férgis de Moraes,1,PER
Cícero Matias de Albuquerque,1,PER
Maria Gladis Almeida Andrade,1,PER
Derramo aos Teus,1,PER
Glória Senhor nosso,1,PER
Antônia Pereira da Silva,1,PER
Tomé Ponho,1,PER
Entende,1,PER
Iria,1,PER
Iriam,1,PER
Financeiro,1,PER
Jesus Acontecer,1,PER
Domingo,1,PER
Oito,1,PER
Jesus Cristo Unigênio Todo-Pai Vosso Deus,1,PER
Recebei,1,PER
Cristo Nasceu de Deus,1,PER
Aram,1,PER
Aumentai,1,PER
Glória Oremos,1,PER
Bordeiro Santo,1,PER
Pedro Alves da Costa,1,PER
Neides Alves Carrijo de Mello,1,PER
Fala Senhor,1,PER
Daízy,1,PER
Juliana Neide,1,PER
Vianney Alves dos Reis,1,PER
Juliana Neide Soares,1,PER
João Gabriel,1,PER
Pátio Sebastião,1,PER
Bote,1,PER
Doci,1,PER
Juliane,1,PER
Amém O Senhor,1,PER
Adriele da Silva,1,PER
Reconhecei,1,PER
Filho nosso,1,PER
Oh Senhor Eu,1,PER
Pão,1,PER
Vianney Alves,1,PER
Suracá,1,PER
João Tiago,1,PER
Maria Júlia Alvorado Taborda,1,PER
Valdineia Pereira da Silva,1,PER
Eracema Alves Reis,1,PER
Anne Caroline,1,PER
José Pereira da Silva,1,PER
Cíntia Rosane Souza Ferreira,1,PER
José Benedito Loubo Souza,1,PER
Luciane Castellari,1,PER
Sr. Sebastião,1,PER
Oliveira Braga,1,PER
Lopes,1,PER
Correia Andrade,1,PER
Sérgio Moreira,1,PER
Maria Vitória Soares Da Silva,1,PER
Catiânia Alves Andrade,1,PER
São Francisco Salles Atendei-nos,1,PER
Fixa,1,LOC
Senhor Amém Passamos,1,PER
Ouviam,1,LOC
Percebi,1,LOC
Posse,1,LOC
Crê,1,LOC
Chegava,1,LOC
Pegava,1,LOC
Crescia,1,LOC
Falar,1,LOC
Porque nosso Senhor,1,LOC
Vendo,1,LOC
Disputam,1,LOC
Seminária,1,LOC
Inveja,1,LOC
Grande,1,LOC
Reprovei,1,LOC
Possem,1,LOC
Pela Tua,1,LOC
São Miguel,1,LOC
Espírito Santo Desejando,1,LOC
Santa Missa Presidida,1,LOC
Senhor de Nazaré Ave Maria,1,LOC
Sua Esvoz,1,LOC
Espírito Santo Glorificar-se ao,1,LOC
Flechas,1,LOC
Guerreiro da fé E o Senhor,1,LOC
Vosso Vazão Guerreiro da fé,1,LOC
Santas Festas do Natal do Senhor,1,LOC
Mistério de Cristo,1,LOC
Sua Ação,1,LOC
Esalva-me tomba,1,LOC
Holocaustos,1,LOC
santuário do Espírito Santo,1,LOC
Tiro,1,LOC
Idumeia,1,LOC
Levou,1,LOC
Semens,1,LOC
mim Filho,1,LOC
Deveria,1,LOC
Renovem,1,LOC
Supliquemos ao Senhor Cristo,1,LOC
Vineramos,1,LOC
Recebei,1,LOC
sinal da fé E,1,LOC
Concede,1,LOC
Pedro Felicidade perpétua,1,LOC
Cordeiro de Deus Cordeiro de Deus,1,LOC
Mandado,1,LOC
pão Cristo,1,LOC
Pomentavam,1,LOC
Partimos,1,LOC
ECC Encontro,1,LOC
Israel Saíram,1,LOC
Encontro de Casais,1,LOC
Iremos,1,LOC
Santa Missa Pregações,1,LOC
Canção Nova De Cachoeira Paulista,1,LOC
Dever,1,LOC
Pascón,1,LOC
Ganhar,1,LOC
Espírito Santo Desça,1,LOC
Antônio Veríssimo Milhomi,1,LOC
Irenelda Brito,1,LOC
Marta Brito,1,LOC
Ivonelda Brito,1,LOC
Beleza,1,LOC
Feri,1,LOC
Pensava,1,LOC
Continua,1,LOC
Confiado,1,LOC
Tendido,1,LOC
Por Cristo nosso Senhor Por Ele,1,LOC
Águeda,1,LOC
Cipriano Lourenço,1,LOC
Gloriosa,1,LOC
Unindo-a,1,LOC
Pela,1,LOC
Valeu,1,LOC
Engraçado,1,LOC
Inabalável,1,LOC
Vulnerável,1,LOC
Guadalupe,1,LOC
Sopra,1,LOC
lago da Galileia,1,LOC
Santa Faustina Que,1,LOC
Friez,1,LOC
Sheila,1,LOC
Betinha,1,LOC
Sampaio,1,LOC
Reino do Céu,1,LOC
Convertei-vos,1,LOC
Crede,1,LOC
mar da Galileia Jesus,1,LOC
Segui-me,1,LOC
Minas Gerais,1,LOC
Mercias,1,LOC
Gabriela,1,LOC
Consumismos,1,LOC
Jesus,1,LOC
Todo-Poderoso Donde,1,LOC
Santa Igreja Acolei,1,LOC
Oliveira,1,LOC
Queridos,1,LOC
Tenhas,1,LOC
Soprou,1,LOC
Maravilhado,1,LOC
santa Catarina,1,LOC
Caíque,1,LOC
Capela Sistina Eles,1,LOC
Buenos Aires,1,LOC
Usufruindo,1,LOC
Àquelas,1,LOC
Imaginar,1,LOC
Percebe,1,LOC
Proclame,1,LOC
Ninguém,1,LOC
Abafem,1,LOC
Espírito Santo Dais,1,LOC
Ilumina-me,1,LOC
Senhor Comungo,1,LOC
Adorar Adorar,1,LOC
Amará,1,LOC
Adorar Adorar Divino Esposo,1,LOC
Adorar Amém Amém Amém Amém Adorar,1,LOC
mim Amém,1,LOC
Asmei,1,LOC
Vitória,1,LOC
Filhos,1,LOC
bingo,1,LOC
Dizmo,1,LOC
Leandro,1,LOC
Intenções,1,LOC
Nicole Laís,1,LOC
Tua igreja,1,LOC
Senhor Deus Santo,1,LOC
Tua paz,1,LOC
Reascendeu,1,LOC
Igual,1,LOC
Instagram do Padre Patrick,1,LOC
Sanovena Cada,1,LOC
Comecemos,1,LOC
Missal,1,LOC
Pessoalmente,1,LOC
Consoladora,1,LOC
Arca,1,LOC
B,1,LOC
São Cipriano,1,LOC
Eterna Vida,1,LOC
Abertura,1,LOC
Falando,1,LOC
Senhor Pela,1,LOC
Zombão,1,LOC
Zombaria,1,LOC
Eli Ofni,1,LOC
Senhor Pessoalmente,1,LOC
Crescendo,1,LOC
colhida,1,LOC
Flutificará,1,LOC
Santo Fonte,1,LOC
Fiquem,1,LOC
Alegre,1,LOC
São Felipe de Souza Santos,1,LOC
Tua graça Mostrou-se,1,LOC
Dignidade de nós Dignidade de nós Dignidade de nós Dignidade de nós Cristo,1,LOC
Vós Altíssimo Jesus Cristo,1,LOC
Como o Senhor,1,LOC
Saulo,1,LOC
Cesaréia,1,LOC
Judeia,1,LOC
Samaria,1,LOC
Espírito Santo Palavra do Senhor,1,LOC
África,1,LOC
Avançaram,1,LOC
Examinemos,1,LOC
Japão,1,LOC
Servos,1,LOC
Cumprir,1,LOC
Espírito Santo Amém Glorifique-ai,1,LOC
Digno dele Um,1,LOC
helpless wee,1,LOC
Mariana Viegas,1,LOC
Soares,1,LOC
Fidência da Costa Tomazini,1,LOC
Eulália dos Santos Pedro,1,LOC
Madalena,1,LOC
Puro,1,LOC
Leitura da Carta aos Hebreus Cristo,1,LOC
Santo Evangelho.ono,1,LOC
Bateside da Galileia,1,LOC
Mônica,1,LOC
Atraídos,1,LOC
Santo Ambrócio,1,LOC
Abra,1,LOC
Ofertório,1,LOC
Vanessa,1,LOC
Paralpebas,1,LOC
Terça-feira,1,LOC
Inspira,1,LOC
Marte de São Sebastião,1,LOC
vivência da fé,1,LOC
boa nova,1,LOC
lua,1,LOC
diocese de Colatina,1,LOC
Dom Lauro,1,LOC
Partilhando,1,LOC
Espírito e Vida,1,LOC
damasco,1,LOC
Estava,1,LOC
Caro,1,LOC
Paulo,1,LOC
belo ditado,1,LOC
Beira Mar,1,LOC
diocese de Marabá,1,LOC
Terezina,1,LOC
Pároco,1,LOC
Amém Glorifiquemos,1,LOC
Santa Tereza Diávola,1,LOC
Sincera,1,LOC
Benjitos,1,LOC
Morre,1,LOC
Folheto,1,LOC
dom de Ardivir,1,LOC
Paróquio,1,LOC
Pereira,1,LOC
Tesouro,1,LOC
Alegra,1,LOC
Divina,1,LOC
Chegamos,1,LOC
Pado Patrick,1,LOC
Neres,1,LOC
Reino,1,LOC
Espírito Ressuscitemos,1,LOC
Deus Canta Canta Cantai,1,LOC
Responde,1,LOC
Anunciaram,1,LOC
Semana Santa São,1,LOC
Duela,1,LOC
Cordeiro Vitorioso,1,LOC
Aliás,1,LOC
Evangelhos Todas,1,LOC
Abençoe-vos,1,LOC
Colocar,1,LOC
Ao Santíssimo,1,LOC
Cordeiro Imolado,1,LOC
santo desconfia,1,LOC
mãozinha,1,LOC
Conduzi,1,LOC
Senhor Deus do universo,1,LOC
Fazei,1,LOC
Lêla,1,LOC
Julia,1,LOC
mesericórdia,1,LOC
Templo,1,LOC
Crônicas,1,LOC
Círio,1,LOC
Junto,1,LOC
Cantai,1,LOC
Acore,1,LOC
Trinidade,1,LOC
Reconstrói,1,LOC
Terra de santos,1,LOC
terra de reis católicos,1,LOC
Consequência,1,LOC
Nossa Senhora,1,LOC
Nordeste,1,LOC
Nossa Senhora das Graças,1,LOC
Campinas das Lágrimas,1,LOC
Império Infernal,1,LOC
Domilia,1,LOC
Anunciam,1,LOC
Poderoso Receba o Senhor,1,LOC
Por Cristo Senhor,1,LOC
Mistério da fé Anunciamos Senhor,1,LOC
Reconstroia,1,LOC
Manratma Albuquerque,1,LOC
Invocando,1,LOC
São caros,1,LOC
TikTok,1,ORG
Rezem-mos,1,ORG
Contra,1,ORG
Sentar,1,ORG
A igreja católica,1,ORG
Escândalo,1,ORG
Trabalharás,1,ORG
Pensei,1,ORG
Cuidando,1,ORG
Regoso,1,ORG
Altíssimo Jesus Cristo Bom Espírito Santo,1,ORG
São Raimundo Chegaremos,1,ORG
Roubei,1,ORG
Preocupei-me,1,ORG
Alegrei-me,1,ORG
Igreja Reconhecei,1,ORG
Pascão Colocou,1,ORG
Senhor Jesus Vos,1,ORG
Teus,1,ORG
Santa Igreja de Cristo,1,ORG
N,1,ORG
Amar,1,ORG
Pensa,1,ORG
Espírito Santo Amém,1,ORG
O Cristo,1,ORG
Israel Travada,1,ORG
Ofni,1,ORG
Oferece,1,ORG
Igreja?,1,ORG
Igreja E,1,ORG
Conselho Vaticano II,1,ORG
Igreja Lumengenso,1,ORG
Zanguei-me,1,ORG
Jamais,1,ORG
Sois,1,ORG
Respondeu Jesus,1,ORG
Oração Carística,1,ORG
Afim,1,ORG
E,1,ORG
Trô,1,ORG
Quaresma,1,ORG
Santo Jejum,1,ORG
Nazca,1,ORG
Meriba Louvor,1,ORG
Senhor Ninguém,1,ORG
Vais,1,ORG
Espírito Santo Das,1,ORG
Amém Amém Amém Rezemos,1,ORG
Santa Ceia,1,ORG
Páscoa Jesus,1,ORG
Escutem,1,ORG
Israel Eu te farei,1,ORG
Vemos,1,ORG
Misture,1,ORG
Israel Caminhem,1,ORG
Mancharam-na,1,ORG
Tudo,1,ORG
Contem,1,ORG
A igreja de Jesus,1,ORG
A igreja dos santos,1,ORG
Canção Nova da Festa da Misericórdia,1,ORG
Senhor Jesus Cristo,1,ORG
Diz-me,1,ORG
Evanide Jesus,1,ORG
Transpassado,1,ORG
Globo,1,ORG
Eli,1,ORG
sangra,1,ORG
Santa Igreja Concede-nos,1,ORG
E o,1,ORG
Ninivitas,1,ORG
Raquel,1,ORG
Valdson,1,ORG
Melchizedek Aceitai,1,ORG
Apresentemos,1,ORG
Senhor Novamente Jesus,1,ORG
Espírito Divino Te Deus,1,ORG
CNBB,1,ORG
Movimento das Mães,1,ORG
Santa Igreja Desconcedei no Senhor,1,ORG
Continua,1,ORG
Bento 16,1,ORG
Muitas,1,ORG
Silenciar,1,ORG
Santa Missa,1,ORG
Romanos Irmãos,1,ORG
Paz,1,ORG
Diá,1,ORG
SINGOR MEU,1,ORG
E salvaes vosso servo da vida,1,ORG
Olha,1,ORG
Assembleia de Irá,1,ORG
Erenilson,1,ORG
Senhor Jesus te abençoe,1,ORG
salve,1,ORG
Assembleia,1,ORG
Israel Meu Deus,1,ORG
Dom Jesus,1,ORG
Repartidos,1,ORG
Santa Igreja Pela,1,ORG
Terço,1,ORG
Canto novo,1,ORG
Elia,1,ORG
Santo,1,ORG
Este banquete Alimenta,1,ORG
Santo Batismo Concedei,1,ORG
Santa Igreja Católica Amém,1,ORG
Instagram,1,ORG
igreja bela,1,ORG
Santo banquete de alta,1,ORG
Ao Cristo Jesus,1,ORG
Padres James,1,ORG
Colonesenses Irmãos,1,ORG
Salve,1,ORG
Sol Dobrando,1,ORG
A igreja dos sacramentos,1,ORG
Faça da Igreja,1,ORG
Igreja Celebramos,1,ORG
Recebe-as,1,ORG
Criando Criando Criando Criando Criando,1,ORG
Reconheçamos-nos,1,ORG
Misericórdia,1,ORG
Acompanhando,1,ORG
Igreja Matriz,1,ORG
Filisteu,1,ORG
Diónatas,1,ORG
Meu,1,ORG
Acabando,1,ORG
Eu,1,ORG
Dissolve,1,ORG
Morreu,1,ORG
Purifica,1,ORG
Diga,1,ORG
São Sebastião,1,ORG
Em Jesus Cristo Vida,1,ORG
Vem-te,1,ORG
Cerveja,1,ORG
Santo do Senhor Andarei,1,LOC
Leva-me,1,LOC
sufoca,1,LOC
terra boa,1,LOC
Vieram,1,LOC
praia Jesus,1,LOC
Reconheçamo-nos,1,LOC
Necessitem,1,LOC
Doutor da Igreja,1,LOC
Elohi,1,LOC
Eloísa Helenda de Oliveira e Família,1,LOC
Família,1,LOC
Nossa Senhora do Perpétuo Socorro,1,LOC
Nazaré,1,LOC
casa de vocês,1,LOC
Nião,1,LOC
mata,1,LOC
Vocacional,1,LOC
Belém Eu,1,LOC
hospital Eu,1,LOC
diocese Eu,1,LOC
Espírito Santo Mantenha-se,1,LOC
Tretam,1,LOC
Acedei,1,LOC
São Francisco de Salles,1,LOC
Mistério da Fé Anunciamos,1,LOC
Maelis,1,LOC
Passe,1,LOC
nosso salvador,1,LOC
Aquela hora,1,LOC
Levanta-vos,1,LOC
Profetiza,1,LOC
Barrabás,1,LOC
Terminaram,1,LOC
Botei,1,LOC
Bispo de Roma,1,LOC
Deus Pai,1,LOC
Senhor Andarei,1,LOC
Leitura da Carta de São Paulo,1,LOC
Moreno,1,LOC
Ajoelhar,1,LOC
Espírito Santo Pedir,1,LOC
Evitar,1,LOC
monte Moriar,1,LOC
Imagina,1,LOC
Isaac,1,LOC
Acerca,1,LOC
Escutar,1,LOC
Precisamos,1,LOC
Igreja de Deus,1,LOC
Igreja de São Sebastião,1,LOC
Criador do Céu,1,LOC
Reunimos-nos,1,LOC
Espírito o Espírito,1,LOC
Transbordam,1,LOC
Gratidão,1,LOC
Casa do Senhor,1,LOC
Dionísio Marques da Cunha,1,LOC
Abade Santo Antão,1,LOC
Amém Sentados,1,LOC
Escolheu,1,LOC
Prescindido,1,LOC
Filhisteu amaldiçoou Davi,1,LOC
Lança,1,LOC
Porque o Senhor,1,LOC
Voltar,1,LOC
Doutrinas,1,LOC
Rufo,1,LOC
Deixai,1,LOC
Espirito Santo,1,ORG
Caminha de Damasco,1,ORG
Corinthians,1,ORG
Deu,1,ORG
Todos,1,ORG
Santo Só,1,ORG
Secretaria,1,ORG
Senhor Bendita,1,ORG
Acho,1,ORG
reino de,1,LOC
Vosso Reino Seja,1,ORG
Vosso,1,ORG
Mártir,1,ORG
Alcançar,1,ORG
Vinho Não perdiçai,1,ORG
Ora irmãos,1,ORG
E Paulo,1,ORG
Permanecei,1,ORG
Espírito Que,1,ORG
Santa Igreja Apresentamos,1,ORG
Aurora,1,ORG
Jefferson,1,ORG
Santos dos Santos,1,ORG
Chamai-me,1,ORG
Amados,1,ORG
Testemunho dos Apóstolos,1,ORG
Em Jesus Cristo,1,ORG
Querido Eleição Cristo,1,ORG
Querido Eleição Deus Todo-Poderoso,1,ORG
Renunciando-te,1,ORG
Reconhece,1,ORG
Trovão André,1,ORG
Feche,1,ORG
Binadabe,1,ORG
Diacono Bernardo,1,ORG
Canto de Deus,1,ORG
Peçamos,1,ORG
Penas,1,LOC
Alucia,1,LOC
Sempre,1,LOC
Sua Celífera Morri,1,LOC
Domínuos,1,LOC
Bebem,1,LOC
Repense,1,LOC
Seco,1,ORG
Espírito Quem,1,ORG
Espírito Movido,1,ORG
Espírito de Jesus Eu,1,ORG
Transformar,1,ORG
Espírito E,1,ORG
Espírito Mas,1,ORG
Filhas de Israel,1,ORG
Espírito de Jesus Iluminados,1,ORG
Israel Presta,1,ORG
Lore,1,ORG
A Jesus o Nazareno Jesus,1,ORG
Anas,1,ORG
Episcopado,1,ORG
Unidade dos Cristãos,1,ORG
Perdoai-me,1,ORG
Conseguei-a,1,ORG
Sim!,1,ORG
MC,1,ORG
Nessas,1,ORG
Restos Mortais Celebrando,1,ORG
Vosso Espírito,1,ORG
Espírito de Jesus,1,ORG
Nacional,1,LOC
Antônio Aldeci Seide Paula,1,LOC
Estender,1,PER
Caderno,1,LOC
Piedade de Nosso Cordeiro de Deus,1,LOC
Perdoar,1,LOC
Amém Fezemos,1,LOC
Dignais,1,LOC
Vitória Será,1,LOC
Gostaria,1,LOC
Santa Fé Católica,1,LOC
Balcão do Dízimo,1,LOC
Pão do Céu Por Cristo nosso Senhor Vinde,1,LOC
Mão,1,LOC
Vendidas,1,LOC
Ave Maria Graças,1,LOC
Bem-vindi,1,LOC
És,1,LOC
Cordeiro Eis,1,LOC
Verdadeira,1,LOC
Fonte do Viver,1,LOC
São Sebastião Reunimos-nos,1,LOC
Desenvolver,1,LOC
Fraternidade,1,LOC
Amém Viva São Sebastião Viva,1,LOC
Misericórdia do Pai,1,LOC
Deus Tende,1,LOC
Maria Salvador Faes,1,PER
Caffarnão,1,LOC
Vaticano,1,LOC
aparecida,1,LOC
Santa Igreja Senhor nosso Deus,1,LOC
Flores,1,LOC
Velas,1,LOC
Quanta,1,LOC
Venquidos,1,LOC
Concedendo,1,LOC
Cairão Parabéns,1,LOC
Inspirados,1,LOC
Nabona,1,LOC
Guardião,1,LOC
Orphan,1,LOC
Finéa Palavra do Senhor,1,LOC
Exultará,1,LOC
Cafarnaum,1,LOC
Basílica de São João de Latrão,1,LOC
Santa Maria Maior,1,LOC
Restos Mortais de São Sebastião,1,LOC
Falava,1,LOC
rio E,1,LOC
Basta,1,LOC
Estarmos,1,LOC
São Sebastião Destemido,1,LOC
Religiosos,1,LOC
Ouvir-Lo,1,LOC
Frutificará Frutificará Frutificará,1,LOC
Passará,1,LOC
Frutificará Frutificará Frutificará Orai,1,LOC
Vossa ressurreição Vinde,1,LOC
Esposo,1,LOC
Amém Rezem,1,LOC
fé Sucitai,1,LOC
Zelosos,1,LOC
reino de Deus Para que Cristo,1,LOC
Elisângela da Costa Pereira,1,LOC
Altíssimo,1,LOC
Jessé,1,LOC
Certamente,1,LOC
Beatá,1,LOC
Por Cristo nosso Senhor,1,LOC
Zilden,1,LOC
Chamai-nos,1,LOC
Frutificará,1,LOC
Segurança,1,LOC
Espírito Santo Amém Senhor,1,LOC
Amém Rezemmos,1,LOC
Mistério da fé Mistério da fé Anunciamos,1,LOC
Universo,1,LOC
Santa Igreja Concedei,1,LOC
Santo Padre,1,LOC
Afinal de contas,1,LOC
Yahvé,1,LOC
Vós Fuz o Santo,1,LOC
Bom Pastor,1,LOC
Ubirassi da Costa Nogueira,1,LOC
Socorro,1,LOC
Nossa Senhora do Perpétuo,1,LOC
Sua casa,1,LOC
bom Jesus Ouvim-me Dentro,1,LOC
Pereira Lima,1,LOC
Luisa dos Santos Petrine,1,LOC
Letícia Maria Souza Braga,1,LOC
Tânia Maria Cunha Souza,1,LOC
Sexta-feira,1,LOC
Guerreiro da fé,1,LOC
Atebas,1,LOC
Esplendor,1,LOC
Viverreira,1,LOC
Viste,1,LOC
reino de Israel,1,LOC
Senhor Piedade,1,LOC
Senhor tem-te piedade,1,LOC
São Sebastião Quero,1,LOC
Amigos,1,LOC
Igreja de O Cezana,1,LOC
Paroapébas Nova Carajás,1,LOC
Paró-Pebas,1,LOC
Christos,1,LOC
Pires,1,LOC
João da Conceição,1,LOC
Pelas Almas do Burgatório,1,LOC
Djonada de Moraes Silva,1,LOC
Deus das alturas,1,LOC
monte Horeb,1,LOC
Alguma,1,LOC
Meriba,1,LOC
Irmãos,1,LOC
Deus Jesus,1,LOC
Páscoa do Senhor Nós,1,LOC
Últimos domingos,1,LOC
Darão,1,LOC
Boa Nova Serem,1,LOC
traz Jesus,1,LOC
Belém do Pará,1,LOC
Atrai,1,LOC
poxa padre,1,LOC
Tomara,1,LOC
Diziam,1,LOC
Permanecer,1,LOC
São João,1,LOC
Senhor Ouvim,1,LOC
Acerta,1,LOC
Terra Proclamam,1,LOC
Cornel,1,LOC
Mistério,1,LOC
dom do Pai,1,LOC
Luz,1,LOC
Diocese,1,LOC
Afivamento,1,LOC
Ouvi-nos,1,LOC
Boa Nerges,1,LOC
Fidência de Costa Tomazini,1,LOC
Espírito Ele,1,LOC
Verdade,1,LOC
reino do Senhor,1,LOC
Susana Petrovici de Freitas,1,LOC
Mariângela,1,LOC
Yvonete,1,LOC
Nilva Pereira,1,LOC
deserto Deixe,1,LOC
dos Irmãos,1,LOC
Filho de Maria,1,PER
Cristo nosso Rei,1,PER
Pega,1,PER
Semana Santa,1,PER
Nosso Senhor dos Passos,1,PER
Galileia Pregando,1,LOC
Escolhe,1,LOC
Levado,1,LOC
Senhor Eu,1,LOC
Espírito vivifica,1,LOC
Eldorado Mas,1,LOC
Galileia Florestas,1,LOC
Espírito de Jesus,1,LOC
Espírito Aliás,1,LOC
Senhor Aonde,1,LOC
abraça Falamos,1,LOC
Espírito Que,1,LOC
Samaritana,1,LOC
Privamos,1,LOC
Espírito prometido,1,LOC
Inclusive,1,LOC
Espírito Santo Que,1,LOC
Virgem das Dores,1,PER
Adorado,1,PER
Cristo salvador,1,PER
Golgotha,1,PER
Proclamamos,1,PER
Enviai o Vosso Espírito Santo,1,PER
Adorei,1,PER
São João Marianey,1,PER
Transpassaram,1,PER
Anunciarei,1,PER
Glorificai-o,1,PER
Carta de São Paulo,1,PER
Respondeu-lhes Jesus,1,PER
Gethsemane,1,PER
Ficai,1,PER
Aba,1,PER
Caindo,1,PER
Vestiram Jesus,1,PER
Elohi,1,PER
Contos,1,PER
Elías,1,PER
Tiago Menor,1,PER
Salomé,1,PER
Então José de Arimatéia,1,PER
Jesus Pilatos,1,PER
José José,1,PER
Filho Unigênito Apressai Senhor,1,PER
Domínuos,1,PER
Deus Adão Domínuos,1,PER
Deus Adão Vem,1,PER
Domínuos Hosanna,1,PER
Domínuos Santos,1,PER
Domínuos Deus Savaó,1,PER
Meu Pai,1,PER
Espírito Buscar,1,LOC
Sufocando,1,LOC
Confortai-nos,1,LOC
O Cristo Senhor,1,LOC
Gábata,1,LOC
Pavemento,1,LOC
Estás,1,LOC
Anas,1,LOC
Malco,1,LOC
Leitura da Carta aos Hebreus,1,LOC
Catedral de Oscesano,1,LOC
Espírito Eu,1,LOC
Nossa Senhora da Paz,1,LOC
Cristorei,1,LOC
Ajuda,1,LOC
Ministério Sacerdotal,1,LOC
Paró-Pedros,1,LOC
São Santo Marte Sebastião,1,LOC
Calvário,1,LOC
Gálgota,1,LOC
Olharão,1,LOC
Santa Igreja Sua,1,LOC
dom da vossa graça,1,LOC
mim Águas,1,LOC
Apilatos,1,LOC
Veia,1,LOC
Cai,1,LOC
